,name,city,country,region,members,fullurl,created,past_events,upcoming_events,visibility,last_event
128,Denver R User Group,Denver,USA,US/Canada,1461,https://www.meetup.com/DenverRUG/,25-08-2010,76,0,public,10-03-2020
129,R User Group - Singapore (RUGS),Singapore,Singapore,Asia,1993,https://www.meetup.com/R-User-Group-SG/,26-07-2010,81,2,public_limited,28-01-2021
130,Saint Louis R User Group,Saint Louis,USA,US/Canada,987,https://www.meetup.com/Saint-Louis-RUG/,26-01-2011,71,0,public,16-09-2020
131,Ottawa-Gatineau R Users Group,Ottawa,Canada,US/Canada,18,https://www.meetup.com/ottawa-gatineau-r-users-group/,29-03-2021,0,0,public,01-01-1970
132,South Central PA R-Ladies,Middletown,USA,US/Canada,9,https://www.meetup.com/South-Central-PA-R-Ladies/,24-08-2019,0,0,public,01-01-1970
133,Portland R User Group,Portland,USA,US/Canada,1771,https://www.meetup.com/portland-r-user-group/,04-08-2010,167,0,public,27-05-2021
134,Wiesbaden R User Group,Wiesbaden,Germany,Europe,447,https://www.meetup.com/Wiesbaden-R-Users-Group/,28-01-2011,98,2,public,09-06-2021
135,R Users Monterrey,Monterrey,Mexico,Latin America,50,https://www.meetup.com/R-Users-Monterrey/,10-08-2017,2,0,public,11-03-2020
136,"R Users Group, Gainesville, FL",Gainesville,USA,US/Canada,539,https://www.meetup.com/R-Users-Group-Gainesville-FL/,22-05-2013,35,1,public,11-05-2021
137,Cali R Users Group (Cali),Cali,Colombia,Latin America,609,https://www.meetup.com/R-Users-Group-Cali/,23-12-2014,9,0,public,29-02-2020
138,Turkish Community of R,Ankara,Turkey,Europe,1327,https://www.meetup.com/tcr-users/,08-03-2013,11,0,public,11-01-2021
139,Vancouver R Users Group (data analysis / statistics),Vancouver,Canada,US/Canada,1034,https://www.meetup.com/Vancouver-R-Users-Group-data-analysis-statistics/,09-02-2011,20,0,public,03-08-2015
140,SheffieldR - Sheffield R Users Group,Sheffield,United Kingdom,Europe,466,https://www.meetup.com/SheffieldR-Sheffield-R-Users-Group/,28-03-2013,56,0,public,03-03-2020
141,Kyiv useR! Group,Kyiv,Ukraine,Europe,573,https://www.meetup.com/Kyiv-useR-Group/,21-04-2015,7,0,public,15-08-2018
142,Auckland R Users Group (AKLRUG),Auckland,New Zealand,Australia,1358,https://www.meetup.com/Auckland-R-Users-Group-AKLRUG/,08-01-2013,23,0,public,12-05-2021
143,mumbai-r-user-group,Mumbai,India,Asia,571,https://www.meetup.com/mumbai-r-user-group/,15-09-2013,31,1,public,02-02-2017
144,DakaR R User Group,Dakar,Senegal,Africa,283,https://www.meetup.com/DakaR-R-User-Group/,23-10-2013,8,0,public,02-10-2020
145,Bozeman Area R useR Group,Bozeman,USA,US/Canada,165,https://www.meetup.com/Bozeman-useR-Group-R-Programming-Language/,30-05-2013,25,0,public,02-03-2018
146,Atlanta R Users Group,Atlanta,USA,US/Canada,951,https://www.meetup.com/R-Users-Atlanta/,14-02-2012,31,1,public,29-04-2021
147,Albany R Users Group,Albany,USA,US/Canada,298,https://www.meetup.com/Albany-R-Users-Group/,20-03-2014,16,0,public,28-02-2019
148,Offa R Users Group,Offa,Nigeria,Africa,175,https://www.meetup.com/FEDPOFA-R-Users-Group/,20-09-2013,40,0,public,31-05-2021
149,New Delhi  UseR Group (R Programming Language),Delhi,India,Asia,1442,https://www.meetup.com/New-Delhi-R-UseR-Group/,21-10-2012,87,0,public_limited,18-08-2018
150,Leipzig R statistical computing,Leipzig,Germany,Europe,254,https://www.meetup.com/Leipzig-R-statistical-computing/,22-10-2011,11,0,public,16-04-2018
151,Bay Area useR Group (R Programming Language),San Francisco,USA,US/Canada,6569,https://www.meetup.com/R-Users/,17-07-2008,153,0,public,20-04-2021
152,Sydney Users of  R Forum (SURF),Sydney,Australia,Australia,2820,https://www.meetup.com/R-Users-Sydney/,06-06-2010,115,1,public,11-03-2020
153,amst-R-dam,Amsterdam,Netherlands,Europe,1236,https://www.meetup.com/amst-R-dam/,09-09-2010,33,0,public,20-06-2019
154,Florianópolis R-NNQ R users group,Florianópolis,Brazil,Latin America,551,https://www.meetup.com/Florianopolis-R-NNQ-R-users-group/,06-05-2016,19,0,public,28-11-2019
155,Melbourne Users of R Network (MelbURN),Melbourne,Australia,Australia,2981,https://www.meetup.com/MelbURN-Melbourne-Users-of-R-Network/,04-08-2010,101,1,public,10-11-2020
157,Data Science Festival - London,London,United Kingdom,Europe,11329,https://www.meetup.com/Data-Science-Festival-London/,25-04-2016,125,1,public,10-06-2021
158,ODSC Zurich Data Science,Zürich,Switzerland,Europe,1069,https://www.meetup.com/Zurich-Data-Sciece-ODSC/,02-08-2018,93,3,public,08-06-2021
159,ODSC Dublin Data Science,Dublin,Ireland,Europe,1472,https://www.meetup.com/Dublin-Data-Science-ODSC/,02-08-2018,95,4,public,08-06-2021
160,ODSC Austin Data Science,Austin,USA,US/Canada,738,https://www.meetup.com/Data-Science-ODSC-Austin/,21-12-2018,94,1,public,02-06-2021
161,ODSC Manchester Data Science,Manchester,United Kingdom,Europe,684,https://www.meetup.com/Data-Science-ODSC-Manchester/,16-08-2018,78,5,public,08-06-2021
162,Data Science Festival - Berlin,Berlin,Germany,Europe,476,https://www.meetup.com/meetup-group-Berlin/,16-10-2019,63,1,public,10-06-2021
163,ODSC Stockholm Data Science,Stockholm,Sweden,Europe,732,https://www.meetup.com/Stockholm-Data-Sciece-ODSC/,02-08-2018,68,3,public,08-06-2021
164,ODSC Birmingham Data Science,Birmingham,United Kingdom,Europe,412,https://www.meetup.com/data-science-ODSC-Birmingham/,14-08-2018,74,5,public,08-06-2021
165,ODSC Lviv Data Science,L'viv,Ukraine,Europe,270,https://www.meetup.com/Data-Science-ODSC-Lviv/,13-08-2018,72,3,public,08-06-2021
169,Newcastle Upon Tyne Data Science Meetup,Newcastle Upon Tyne,United Kingdom,Europe,948,https://www.meetup.com/Newcastle-Upon-Tyne-Data-Science-Meetup/,08-05-2017,18,0,public,16-03-2021
170,Data Science Talks,São Paulo,Brazil,Latin America,1309,https://www.meetup.com/Data-Science-Talks/,19-04-2019,4,0,public,01-05-2020
174,New Haven Data Science,New Haven,USA,US/Canada,532,https://www.meetup.com/New-Haven-Data-Science-Meetup/,15-03-2015,12,0,public,04-06-2018
176,Winnipeg Data Science - Projects - Machine Learning with SQL,Winnipeg,Canada,US/Canada,110,https://www.meetup.com/Winnipeg-Data-Science-Projects/,05-11-2018,12,0,public,17-03-2019
182,ODSC Delhi Data Science,Delhi,India,Asia,2977,https://www.meetup.com/Delhi-Data-Science-ODSC/,23-05-2019,53,2,public,10-06-2021
183,ODSC Lisbon Data Science,Lisbon,Portugal,Europe,400,https://www.meetup.com/Lisbon-Data-Science-ODSC/,24-07-2019,59,3,public,08-06-2021
184,ODSC Cambridge Data Science,Cambridge,United Kingdom,Europe,422,https://www.meetup.com/data-science-odsc-cambridge/,14-08-2018,73,5,public,08-06-2021
185,Data Science Festival - Lagos,Lagos,Nigeria,Africa,410,https://www.meetup.com/Data-Science-Festival-Lagos/,22-06-2020,55,1,public,10-06-2021
186,ODSC Milano Data Science,Milano,Italy,Europe,1828,https://www.meetup.com/Milano-Data-Science-ODSC/,03-08-2018,95,3,public,08-06-2021
187,ODSC Edinburgh Data Science,Edinburgh,United Kingdom,Europe,571,https://www.meetup.com/Edinburgh-ODSC-Data-Science/,10-08-2018,71,5,public,08-06-2021
188,ODSC Madrid Data Science,Madrid,Spain,Europe,947,https://www.meetup.com/Madrid-Data-Science-ODSC/,02-08-2018,79,3,public,08-06-2021
189,ODSC Amsterdam Data Science,Amsterdam,Netherlands,Europe,858,https://www.meetup.com/Amsterdam-Data-Science-ODSC/,02-08-2018,77,3,public,08-06-2021
190,ODSC Copenhagen Data Science,Copenhagen,Denmark,Europe,674,https://www.meetup.com/Copenhagen-Data-Sciece-ODSC/,02-08-2018,70,3,public,08-06-2021
192,ODSC Sao Paulo Data Science,São Paulo,Brazil,Latin America,2264,https://www.meetup.com/Sao-Paulo-Data-Science-ODSC/,14-12-2018,86,1,public,02-06-2021
193,ODSC Berlin Data Science,Berlin,Germany,Europe,697,https://www.meetup.com/Berlin-Data-Science-ODSC/,02-08-2018,75,3,public,08-06-2021
194,ODSC Kyiv Data Science,Kyiv,Ukraine,Europe,616,https://www.meetup.com/Data-Science-Kyiv-ODSC/,13-08-2018,66,3,public,08-06-2021
195,Data Science Festival - Leeds,Leeds,United Kingdom,Europe,289,https://www.meetup.com/Data-Science-Festival-Leeds/,16-10-2019,64,1,public,10-06-2021
196,ODSC Los Angeles Data Science,Los Angeles,USA,US/Canada,740,https://www.meetup.com/Data-Science-ODSC-Los-Angeles/,06-09-2018,94,1,public,02-06-2021
197,AfterWork Data Science Lagos,Lagos,Nigeria,Africa,468,https://www.meetup.com/AfterWork-Data-Science-Lagos/,27-05-2020,16,1,public,10-06-2021
198,ODSC Glasgow Data Science,Glasgow,United Kingdom,Europe,536,https://www.meetup.com/ODSC-Glasgow-Data-Science/,10-08-2018,75,5,public,08-06-2021
199,ODSC Chicago Data Science,Chicago,USA,US/Canada,723,https://www.meetup.com/ODSC-Chicago-Data-Science/,21-12-2018,96,1,public,02-06-2021
200,ODSC Singapore Data Science,Singapore,Singapore,Asia,739,https://www.meetup.com/Singapore-Data-Science-ODSC/,04-02-2019,22,1,public,19-12-2020
201,Bamako Data Science,Bamako,Mali,Africa,297,https://www.meetup.com/Bamako-Data-Science/,02-07-2018,20,0,public,05-02-2021
208,Data Science Study Group: South Florida,Miami,USA,US/Canada,1573,https://www.meetup.com/Data-Science-Study-Group-South-Florida/,06-07-2017,65,0,public,07-10-2020
216,Data Science Festival - Dublin,Dublin,Ireland,Europe,2168,https://www.meetup.com/Data-Science-Festival-Dublin/,10-05-2018,74,1,public,10-06-2021
217,ODSC Data Science Bengaluru,Bangalore,India,Asia,3404,https://www.meetup.com/ODSC-Data-Science-Bengaluru/,25-08-2017,18,2,public,01-02-2020
218,Data Science Nairobi,Nairobi,Kenya,Africa,1822,https://www.meetup.com/Data-Science-Nairobi/,24-01-2016,7,0,public,22-04-2017
225,Data Science Dojo – Seattle,Redmond,USA,US/Canada,3460,https://www.meetup.com/data-science-dojo/,09-11-2013,67,2,public,12-05-2021
234,Data Science Johannesburg,Johannesburg,South Africa,Africa,1855,https://www.meetup.com/Data-Science-Johannesburg/,26-04-2012,34,1,public,02-03-2021
238,London Data Science Workshop,London,United Kingdom,Europe,5086,https://www.meetup.com/London-Data-Science-Workshop/,07-06-2015,81,0,public,03-03-2020
239,Data Science & Machine Learning Wroclaw,Wroclaw,Poland,Europe,1833,https://www.meetup.com/Data-Science-Wroclaw/,16-03-2015,23,0,public,25-04-2019
252,Honolulu Data Science Group,Honolulu,USA,US/Canada,141,https://www.meetup.com/Honolulu-Data-Science-Group/,30-01-2015,39,0,public_limited,24-04-2019
262,Open Data New York ODSC,New York,USA,US/Canada,2868,https://www.meetup.com/open-data-nyc-odsc/,06-02-2008,206,1,public,02-06-2021
281,Charleston Data Science,Charleston,USA,US/Canada,829,https://www.meetup.com/Charleston-Data-Science/,05-10-2014,32,0,public,10-02-2021
285,Big Data Gods,Sunnyvale,USA,US/Canada,1114,https://www.meetup.com/Big-Data-Gods/,08-04-2013,43,0,public,04-06-2021
287,Open Data Science (Hosted by ODSC),Cambridge,USA,US/Canada,5120,https://www.meetup.com/open-data-odsc/,20-03-2013,235,1,public,02-06-2021
289,Santa Barbara Data Science,Santa Barbara,USA,US/Canada,310,https://www.meetup.com/Santa-Barbara-Data-Science/,23-05-2012,12,0,public,17-04-2019
290,Portland Data Science Group,Portland,USA,US/Canada,3686,https://www.meetup.com/Portland-Data-Science-Group/,10-11-2013,298,1,public,23-02-2020
291,Data Science - Abu Dhabi,Abu Dhabi,U.A.E.,Asia,260,https://www.meetup.com/Data-Science-Abu-Dhabi/,24-11-2016,0,0,public,01-01-1970
296,PyData Cairo,Cairo,Egypt,Africa,2398,https://www.meetup.com/PyData-Cairo/,27-02-2018,5,0,public,02-05-2019
297,PyData Skopje,Skopje,Macedonia,Europe,115,https://www.meetup.com/PyData-Skopje/,19-10-2019,5,0,public,19-03-2020
301,Kaggle Days Meetup Cologne,Köln,Germany,Europe,284,https://www.meetup.com/Kaggle-Days-Meetup-Cologne/,30-04-2019,4,0,public,23-10-2019
302,PyData Brasília,Brasília,Brazil,Latin America,2653,https://www.meetup.com/PyData-Brasilia/,03-11-2017,23,0,public,05-11-2019
303,PyData Jalandhar,Jalandhar,India,Asia,496,https://www.meetup.com/PyData-Jalandhar/,30-10-2018,4,0,public,27-04-2019
304,PyData Lima,Lima,Peru,Latin America,343,https://www.meetup.com/PyData-Lima/,25-09-2018,12,0,public,30-10-2019
305,PyData Austin,Austin,USA,US/Canada,1211,https://www.meetup.com/PyData-Austin/,22-02-2017,15,0,public,23-10-2018
307,PyData Spokane,Spokane,USA,US/Canada,190,https://www.meetup.com/PyData-Spokane/,27-02-2018,15,0,public,20-03-2020
311,PyData Vilnius,Vilnius,Lithuania,Europe,127,https://www.meetup.com/PyData-Vilnius/,03-06-2019,1,0,public,29-02-2020
312,PyData Indy,Indianapolis,USA,US/Canada,204,https://www.meetup.com/PyData-Indianapolis/,25-01-2016,6,0,public,05-11-2016
317,Lagos R User Group,Lagos,Nigeria,Africa,755,https://www.meetup.com/LagosRUsers/,10-03-2019,10,0,public,28-11-2020
320,PyData Wroclaw,Wroclaw,Poland,Europe,694,https://www.meetup.com/PyData-Wroclaw/,23-09-2016,18,0,public,20-02-2020
323,PyData Chicago,Chicago,USA,US/Canada,4562,https://www.meetup.com/PyDataChi/,04-01-2016,67,1,public,27-05-2021
324,Global R User Group,London,United Kingdom,Europe,75,https://www.meetup.com/globalr/,16-11-2020,49,2,public,11-06-2021
326,PyData Mallorca,Palma,Spain,Europe,978,https://www.meetup.com/PyData-Mallorca/,12-09-2016,23,0,public,22-01-2020
327,BelgradeR,Belgrade,Serbia,Europe,811,https://www.meetup.com/BelgradeR/,18-05-2016,13,0,public,11-01-2021
330,Warwick R User Group (R Programming Language),Coventry,United Kingdom,Europe,394,https://www.meetup.com/Warwick-useRs/,08-07-2017,17,0,public,11-01-2021
332,"Data, Cloud and AI in Montreal",Montréal,Canada,US/Canada,3534,https://www.meetup.com/Big-Data-Developers-in-Montreal/,27-01-2015,28,0,public,01-08-2020
334,PyData Bogotá,Bogotá,Colombia,Latin America,628,https://www.meetup.com/PyData-Bogota/,05-02-2016,5,0,public,11-11-2020
337,Barcelona R User Group,Barcelona,Spain,Europe,1173,https://www.meetup.com/BarcelonaR/,01-10-2013,72,2,public,10-06-2021
338,R-Ladies Bari,Bari,Italy,Europe,162,https://www.meetup.com/rladies-bari/,17-05-2018,21,0,public,08-06-2021
339,R-Ladies Miami,Miami,USA,US/Canada,1173,https://www.meetup.com/rladies-miami/,03-06-2017,33,0,public,20-05-2021
341,"Data, Cloud and AI in Tokyo",Tokyo,Japan,Asia,1669,https://www.meetup.com/Big-Data-Developers-in-Tokyo/,22-10-2014,59,0,public,21-05-2021
343,"Data, Cloud and AI in Zagreb",Zagreb,Croatia,Europe,708,https://www.meetup.com/Big-Data-Developers-in-Zagreb/,11-12-2014,23,0,public,31-07-2020
344,Data Visualization in Munich Meetup,München,Germany,Europe,2867,https://www.meetup.com/Data-Visualization-Meetup-Munich/,09-04-2016,17,0,public,23-03-2021
347,LondonR,London,United Kingdom,Europe,3390,https://www.meetup.com/LondonR/,05-02-2010,84,0,public,26-05-2021
348,Data Scientist,London,United Kingdom,Europe,735,https://www.meetup.com/Data-Scientist/,14-07-2015,3,0,public,08-10-2016
349,eRka / Cracow R Users Group,Kraków,Poland,Europe,827,https://www.meetup.com/erkakrakow/,19-10-2014,28,0,public,24-09-2020
351,Inteligencia Artificial Argentina,Buenos Aires,Argentina,Latin America,1570,https://www.meetup.com/InteligenciaArtificialArgentina/,22-02-2016,38,0,public,12-12-2019
355,"Data, Cloud and AI in Ottawa",Ottawa,Canada,US/Canada,1748,https://www.meetup.com/Big-Data-Developers-in-Ottawa/,28-11-2014,34,0,public,01-08-2020
356,Mississauga Big Data Analytics Meetup,Mississauga,Canada,US/Canada,625,https://www.meetup.com/Mississauga-Big-Data-Analytics-Meetup/,12-02-2014,31,0,public,13-12-2019
357,Upstate Data Analytics,Spartanburg,USA,US/Canada,209,https://www.meetup.com/Upstate-Data-Analytics/,01-10-2014,8,0,public,20-03-2018
359,"Data, Cloud and AI in Tucson",Tucson,USA,US/Canada,376,https://www.meetup.com/Big-Data-Developers-in-Tucson/,27-01-2015,26,0,public,01-08-2020
364,NYC Data Wranglers,New York,USA,US/Canada,2973,https://www.meetup.com/NYC-Data-Wranglers/,03-01-2014,49,0,public,18-04-2017
373,"Open Source Programming, Analytics, Automation, and More!",New York,USA,US/Canada,1121,https://www.meetup.com/Open-Source-Programming-Analytics-Automation-and-More/,16-10-2018,7,0,public,19-08-2020
375,Istanbul KNIME Users,Istanbul,Turkey,Europe,773,https://www.meetup.com/Istanbul-KNIME-Users/,17-03-2014,37,1,public,01-06-2021
376,Berlin KNIME Users,Berlin,Germany,Europe,494,https://www.meetup.com/Berlin-KNIME-Users/,04-10-2013,47,1,public,01-06-2021
377,EswatiniUseR Group,Manzini,Swaziland,Africa,66,https://www.meetup.com/EswatiniUseR/,11-08-2019,3,0,public,23-07-2020
379,Barranquilla Analítica R,Barranquilla,Colombia,Latin America,402,https://www.meetup.com/Barranquilla-Analitica-R/,26-05-2018,7,0,public,28-06-2019
380,R-Ladies Bariloche,San Carlos de Bariloche,Argentina,Latin America,284,https://www.meetup.com/rladies-bariloche/,10-05-2018,13,0,public,26-10-2020
381,CalgaryR,Calgary,Canada,US/Canada,1203,https://www.meetup.com/calgaryr/,14-04-2015,40,0,public,22-04-2021
382,New York Open Statistical Programming Meetup,New York,USA,US/Canada,12284,https://www.meetup.com/nyhackr/,12-03-2009,132,1,public,17-05-2021
383,Statistical Programming DC,Washington,USA,US/Canada,6312,https://www.meetup.com/stats-prog-dc/,10-08-2009,80,1,public,29-04-2020
385,Birmingham R User Group (R Programming Language),Birmingham,United Kingdom,Europe,746,https://www.meetup.com/BirminghamR/,05-12-2011,32,1,public,26-05-2021
386,R-Ladies La Paz,La Paz,Bolivia,Latin America,304,https://www.meetup.com/rladies-la-paz/,23-10-2018,31,1,public,08-05-2021
389,rMoscow,Moscow,Russia,Europe,611,https://www.meetup.com/rMoscow/,16-06-2014,7,0,public,16-01-2020
390,R-Ladies Buenos Aires,Buenos Aires,Argentina,Latin America,1332,https://www.meetup.com/rladies-buenos-aires/,03-01-2017,32,0,public,04-05-2021
391,R-Ladies Santa Fe,Santa Fe,Argentina,Latin America,214,https://www.meetup.com/rladies-santa-fe/,08-05-2018,14,0,public,24-07-2020
393,Vienna<-R,Vienna,Austria,Europe,753,https://www.meetup.com/ViennaR/,29-10-2011,83,2,public,10-06-2021
394,R-Ladies Chicago,Chicago,USA,US/Canada,1299,https://www.meetup.com/rladies-chicago/,05-07-2017,43,1,public,23-04-2021
395,Manchester R user Group,Manchester,United Kingdom,Europe,1019,https://www.meetup.com/Manchester-R/,07-01-2013,29,0,public,12-02-2020
396,sonRaí,Galway,Ireland,Europe,136,https://www.meetup.com/sonRai/,16-02-2018,5,0,public,14-11-2019
397,Trojmiasto Spark Meetup,Gdansk,Poland,Europe,186,https://www.meetup.com/Trojmiasto-Spark-Meetup/,27-11-2017,3,0,public,25-02-2021
399,Stockholm R useR group (SRUG),Stockholm,Sweden,Europe,1185,https://www.meetup.com/StockholmR/,23-07-2012,34,0,public,14-01-2021
400,R-Ladies Resistencia-Corrientes,Corrientes,Argentina,Latin America,145,https://www.meetup.com/rladies-resistencia-corrientes/,08-06-2018,11,0,public_limited,07-12-2020
401,The Virtual Business Intelligence and Analytics User Group,Smithfield,USA,US/Canada,583,https://www.meetup.com/The-RI-Microsoft-BIUG/,03-05-2012,151,0,public,24-03-2021
402,Greater Nashville Healthcare Analytics,Nashville,USA,US/Canada,1663,https://www.meetup.com/Greater-Nashville-Healthcare-Analytics/,17-12-2015,44,0,public,17-11-2020
403,Eugene R Users,Eugene,USA,US/Canada,122,https://www.meetup.com/meetup-group-cwPiAlnB/,13-12-2017,12,0,public,23-01-2020
404,R-Ladies Adelaide,Adelaide,Australia,Australia,317,https://www.meetup.com/rladies-adelaide/,02-02-2017,9,0,public,02-10-2019
405,Campus useR Group Frankfurt,Frankfurt,Germany,Europe,229,https://www.meetup.com/r-frankfurt/,24-01-2019,26,0,public,02-06-2021
406,Uppsala.R,Uppsala,Sweden,Europe,69,https://www.meetup.com/Uppsala-R/,11-01-2020,10,0,public,15-04-2021
407,Buffalo R,Buffalo,USA,US/Canada,75,https://www.meetup.com/Buffalo-R/,27-06-2019,4,0,public,01-04-2020
408,Stamford BIT: Business Intelligence and Technologies Meetup,Stamford,USA,US/Canada,376,https://www.meetup.com/Stamford-BIT-Business-Intelligence-Technologies/,03-01-2019,8,0,public,23-09-2020
410,R-Ladies Vancouver,Vancouver,Canada,US/Canada,598,https://www.meetup.com/rladies-vancouver/,06-10-2017,32,1,public,13-05-2021
415,PyData Guatemala,Guatemala,Guatemala,Latin America,272,https://www.meetup.com/PyData-Guatemala/,13-03-2018,1,0,public,21-04-2018
417,R-Ladies L'viv,L'viv,Ukraine,Europe,40,https://www.meetup.com/rladies-lviv/,31-08-2019,4,0,public,18-10-2019
418,R-Ladies Santiago,Santiago,Chile,Latin America,2409,https://www.meetup.com/rladies-scl/,18-07-2017,49,0,public,03-06-2021
419,R-Ladies Boulder,Boulder,USA,US/Canada,191,https://www.meetup.com/rladies-boulder/,11-06-2018,13,0,public,09-06-2021
420,R-Ladies Montpellier,Montpellier,France,Europe,149,https://www.meetup.com/rladies-montpellier/,17-10-2018,9,0,public,27-04-2021
421,R-Ladies Novi Sad,Novi Sad,Serbia,Europe,140,https://www.meetup.com/rladies-novi-sad/,24-05-2019,6,0,public,21-12-2019
422,UseRS,Porto Alegre,Brazil,Latin America,679,https://www.meetup.com/UseRS_/,22-12-2015,12,0,public,13-11-2019
424,R-Ladies Philly,Philadelphia,USA,US/Canada,1506,https://www.meetup.com/rladies-philly/,11-10-2017,60,3,public,03-06-2021
425,R-Ladies Montevideo,Montevideo,Uruguay,Latin America,459,https://www.meetup.com/rladies-montevideo/,02-06-2017,15,0,public,20-05-2021
426,R-Ladies Brisbane,Brisbane,Australia,Australia,571,https://www.meetup.com/rladies-brisbane/,10-05-2018,20,1,public,11-05-2021
427,R-Ladies Goiânia,Goiania,Brazil,Latin America,389,https://www.meetup.com/rladies-goiania/,06-05-2019,23,0,public,29-05-2021
428,R-Ladies Sydney,Sydney,Australia,Australia,828,https://www.meetup.com/rladies-sydney/,09-05-2018,42,1,public,11-05-2021
429,R-Ladies Columbus,Columbus,USA,US/Canada,915,https://www.meetup.com/rladies-columbus/,04-10-2016,47,0,public,10-06-2021
430,R-Ladies Tucson AZ,Tucson,USA,US/Canada,368,https://www.meetup.com/rladies-tucson-az/,14-11-2017,62,0,public,09-06-2021
431,UMUR: Usuarios Murcia R,Murcia,Spain,Europe,21,https://www.meetup.com/UMUR-Usuarios-Murcia-R/,01-04-2020,1,0,public,21-04-2020
433,BaselR,Basel,Switzerland,Europe,496,https://www.meetup.com/BaselR/,13-04-2010,25,0,public_limited,14-03-2020
434,R Addicts Paris,Paris,France,Europe,1783,https://www.meetup.com/rparis/,21-03-2013,28,0,public,14-10-2020
435,R-Ladies Budapest,Budapest,Hungary,Europe,862,https://www.meetup.com/rladies-budapest/,24-01-2017,33,0,public,29-01-2020
436,trigeR - Trójmiejska Grupa Entuzjastów R,Gdansk,Poland,Europe,342,https://www.meetup.com/Trojmiejska-Grupa-Entuzjastow-R/,14-12-2016,19,0,public,24-09-2020
437,R-Ladies Copenhagen,Copenhagen,Denmark,Europe,458,https://www.meetup.com/rladies-copenhagen/,20-11-2017,10,0,public,05-12-2019
439,R-Ladies Niterói,Niterói,Brazil,Latin America,753,https://www.meetup.com/rladies-niteroi/,04-06-2018,9,0,public,06-10-2020
440,São Paulo R Users Group,São Paulo,Brazil,Latin America,1991,https://www.meetup.com/useR-SP/,30-05-2015,24,0,public_limited,23-12-2016
441,R-Ladies Porto Alegre,Porto Alegre,Brazil,Latin America,360,https://www.meetup.com/rladies-porto-alegre/,30-10-2017,7,0,public,30-07-2020
442,GURU::mvd,Montevideo,Uruguay,Latin America,349,https://www.meetup.com/GURU-mvd/,04-10-2018,5,0,public,29-01-2020
443,NYC Julia User Group,New York,USA,US/Canada,732,https://www.meetup.com/julia-nyc/,08-08-2013,14,0,public,17-04-2020
444,R-Ladies Santa Rosa,Santa Rosa,Argentina,Latin America,141,https://www.meetup.com/rladies-santa-rosa/,06-04-2017,18,0,public,28-04-2021
445,R-Ladies Cusco,Cusco,Peru,Latin America,25,https://www.meetup.com/rladies-cusco/,09-05-2020,2,0,public,16-12-2020
447,R-Ladies Charlottesville,Charlottesville,USA,US/Canada,419,https://www.meetup.com/rladies-charlottesville/,21-09-2017,18,0,public,16-06-2020
448,R-Ladies Toronto,Toronto,Canada,US/Canada,630,https://www.meetup.com/rladies-toronto/,18-09-2018,6,0,public,12-08-2020
449,Grupo de Usuarios de R en Chile,Santiago,Chile,Latin America,1941,https://www.meetup.com/useRchile/,22-01-2013,44,0,public,29-09-2020
450,R-Ladies Twin Cities,Minneapolis,USA,US/Canada,417,https://www.meetup.com/rladies-tc/,01-04-2015,46,0,public,14-04-2021
451,Chiang Mai R Users Group,Chiang Mai,Thailand,Asia,81,https://www.meetup.com/ChiangMaiR/,14-04-2015,0,0,public,01-01-1970
452,R-Ladies Xalapa,Xalapa,Mexico,Latin America,464,https://www.meetup.com/rladies-xalapa/,30-07-2018,23,0,public_limited,05-05-2021
455,R-Ladies Christchurch,Christchurch,New Zealand,Australia,90,https://www.meetup.com/rladies-christchurch/,04-05-2019,7,0,public,12-11-2019
456,R-Ladies Auckland,Auckland,New Zealand,Australia,753,https://www.meetup.com/rladies-auckland/,20-11-2017,28,0,public,08-04-2021
458,R-Ladies Melbourne,Melbourne,Australia,Australia,1814,https://www.meetup.com/rladies-melbourne/,02-09-2016,65,1,public,19-05-2021
459,R-Ladies Vienna,Vienna,Austria,Europe,282,https://www.meetup.com/rladies-vienna/,17-09-2018,16,0,public,27-05-2021
460,R-Ladies Irvine,Irvine,USA,US/Canada,480,https://www.meetup.com/rladies-irvine/,13-03-2018,22,0,public,26-05-2021
461,R-Ladies Bucharest,Bucharest,Romania,Europe,274,https://www.meetup.com/rladies-bucharest/,09-05-2019,19,1,public,25-05-2021
462,R-Ladies Edinburgh,Edinburgh,United Kingdom,Europe,661,https://www.meetup.com/rladies-edinburgh/,27-07-2018,18,0,public,12-05-2021
463,R-Ladies Belgrade,Belgrade,Serbia,Europe,461,https://www.meetup.com/rladies-belgrade/,15-09-2017,25,0,public,26-05-2021
464,R@Minho,Braga,Portugal,Europe,46,https://www.meetup.com/R-Minho/,06-10-2015,0,0,public,01-01-1970
465,R-Ladies Lyon,Lyon,France,Europe,80,https://www.meetup.com/rladies-lyon/,29-10-2018,4,0,public,04-11-2019
466,R-Ladies London,London,United Kingdom,Europe,1536,https://www.meetup.com/rladies-london/,31-01-2016,55,0,public,25-06-2020
467,R-Ladies Rotterdam,Rotterdam,Netherlands,Europe,507,https://www.meetup.com/rladies-rotterdam/,05-12-2017,16,0,public,22-12-2020
468,R-Ladies Utrecht,Utrecht,Netherlands,Europe,202,https://www.meetup.com/rladies-utrecht/,10-06-2019,6,0,public,11-03-2021
469,R-Ladies Cambridge,Cambridge,United Kingdom,Europe,290,https://www.meetup.com/rladies-cambridge/,10-11-2017,2,0,public,04-08-2020
